id,label
y47rGVHX36A__U__S107---0571.690-0588.910,ar
a1Q1QOWjs5Q__U__S111---0732.930-0740.570,ar
A2wQvrzP2yY__U__S45---0276.030-0288.990,ar
ShKeUMwV_sg__U__S174---1213.170-1230.660,ar
Z1HQZc5tTdM__U__S73---0546.940-0552.690,ar
JkZ2riynM6o__U__S313---2858.280-2869.280,ar
jhw6MKcRrSU__U__S70---0458.030-0470.040,ar
EHCf-UaUdos__U__S1---0146.140-0158.490,ar
SLiONFahXh4__U__S10---1173.050-1183.540,ar
ShKeUMwV_sg__U__S141---1706.540-1710.070,ar
MI2MPeCwbPg__U__S100---0992.040-1001.530,ar
kwgjXBtfCWg__U__S0---0040.100-0058.600,ar
dM_vHZQS4Zs__U__S12---0139.100-0154.440,ar
iuBQ6IVDAr0__U__S0---0708.270-0719.550,ar
NBQAjGU7cuo__U__S136---2707.850-2711.710,ar
JZWD3KQaFmg__U__S10---0056.710-0062.740,ar
9BJXCIaJeTE__U__S106---0091.820-0103.780,ar
1cX7oLB3ohE__U__S165---1030.740-1035.760,ar
iuBQ6IVDAr0__U__S161---1371.210-1378.180,ar
25P5y1SZ5bM__U__S31---0252.820-0267.210,ar
_HWYmHbrwwY__U__S110---1182.560-1187.690,ar
6q_i7HQhYBY__U__S105---0919.680-0939.360,ar
JkZ2riynM6o__U__S277---2200.010-2216.740,ar
25P5y1SZ5bM__U__S17---0151.570-0163.400,ar
AWA-raomUWQ__U__S0---0892.230-0900.670,ar
IjbtAbZQYyo__U__S1---0005.850-0019.290,ar
ShKeUMwV_sg__U__S29---0423.960-0442.970,ar
SLiONFahXh4__U__S10---1221.780-1229.040,ar
fxicnyRBcz8__U__S0---0071.630-0083.910,ar
6eQEtFEmvQE__U__S21---0137.740-0142.160,ar
mQvv-6LM4Fc__U__S215---1966.460-1971.030,ar
1uw5noguFjQ__U__S142---1158.200-1166.590,ar
nJhDV8eSico__U__S0---2690.670-2695.340,ar
VVPfJ8-rehs__U__S101---0880.930-0889.150,ar
B1-hNf5uicU__U__S13---0632.400-0640.750,ar
AtRkdQBwP8o__U__S106---0303.820-0314.280,ar
HjdzHSsvp5o__U__S153---1067.850-1081.550,ar
JYTtC1Fdgxc__U__S203---1674.360-1680.240,ar
9watEYR32HY__U__S137---1322.300-1333.050,ar
9BJXCIaJeTE__U__S49---0323.790-0327.850,ar
YwOS6IbtHug__U__S49---0302.530-0315.110,ar
9BJXCIaJeTE__U__S89---0561.610-0572.390,ar
SBMMLwXIlII__U__S10---0221.400-0232.770,ar
CN1syNcKtb0__U__S209---1302.230-1316.690,ar
_HWYmHbrwwY__U__S31---0300.690-0319.510,ar
MncdQbnoA7k__U__S59---0442.760-0451.480,ar
1uw5noguFjQ__U__S142---1318.700-1326.940,ar
nnURqW8_HdQ__U__S10---0821.720-0838.810,ar
aIipDS4OQ2c__U__S1---0032.350-0041.550,ar
ShKeUMwV_sg__U__S184---1313.380-1324.210,ar
YTlliEr5LOA__U__S188---1259.470-1268.570,en
V6nAg24Zqrs__U__S91---0551.660-0568.310,en
-oMKEXzvq_8__U__S102---0848.670-0851.410,en
T05BfsYsBvA__U__S16---0841.740-0860.460,en
7sLHCsmFX0s__U__S40---0637.610-0651.070,en
ORKweq97KSw__U__S1---1005.720-1014.660,en
-_PPCH3y0eE__U__S1---0144.900-0154.150,en
rKwEte7fFbc__U__S0---0153.370-0161.290,en
FgnrCBlaaTI__U__S132---2119.120-2133.220,en
zswmXhS-FGI__U__S33---0214.680-0233.060,en
eEHuGNjCxbc__U__S1---0035.210-0054.140,en
28Y6RJik15g__U__S0---1508.530-1513.550,en
ZriO6VB-zp8__U__S104---0693.840-0708.490,en
ewCs5CF5HEg__U__S0---0177.350-0191.140,en
Y-44FtBJWdI__U__S0---0345.520-0349.320,en
-F5o0jnJgo0__U__S0---0541.380-0549.370,en
kFyzo-FufnM__U__S10---0088.730-0096.910,en
5Ve0wXtmATI__U__S210---1702.550-1713.690,en
OqLbG5O8dag__U__S0---1838.750-1849.490,en
mzfg0RGJnV8__U__S118---0851.940-0862.080,en
j_Hnmae2cHU__U__S105---0742.780-0752.480,en
T05BfsYsBvA__U__S16---0750.420-0766.470,en
