id,label
0FmhN4drS4Q_010561-010863,MRT
0FmhN4drS4Q_064166-064630,MRT
0FmhN4drS4Q_089039-089753,MRT
0FmhN4drS4Q_090025-090561,MRT
0FmhN4drS4Q_091107-092587,MRT
0FmhN4drS4Q_092703-093545,MRT
0FmhN4drS4Q_093693-095289,MRT
0FmhN4drS4Q_128892-129211,MRT
1b0Cd3Djfgs_002325-003872,MRT
1b0Cd3Djfgs_006891-007284,MRT
1b0Cd3Djfgs_009447-010061,MRT
1b0Cd3Djfgs_010155-011077,MRT
1b0Cd3Djfgs_011115-011617,MRT
1b0Cd3Djfgs_011664-013660,MRT
2mWfop_JiMY_007092-008498,MRT
2mWfop_JiMY_008780-010614,MRT
2mWfop_JiMY_010695-012105,MRT
2mWfop_JiMY_023073-028913,MRT
2mWfop_JiMY_030364-032848,MRT
2mWfop_JiMY_032928-033538,MRT
2mWfop_JiMY_033600-034078,MRT
2mWfop_JiMY_034116-035294,MRT
2mWfop_JiMY_035367-035955,MRT
4ewFIFh7LgM_000777-003329,MRT
4ewFIFh7LgM_003329-003999,MRT
4ewFIFh7LgM_003999-004919,MRT
4ewFIFh7LgM_005573-006591,MRT
4ewFIFh7LgM_006591-007453,MRT
4ewFIFh7LgM_007572-008452,MRT
4ewFIFh7LgM_008502-009012,MRT
4ewFIFh7LgM_009176-010308,MRT
4ewFIFh7LgM_010308-010664,MRT
4ewFIFh7LgM_010708-011496,MRT
4ewFIFh7LgM_011496-012740,MRT
4ewFIFh7LgM_012740-013832,MRT
4ewFIFh7LgM_013832-014476,MRT
4ewFIFh7LgM_014674-014996,MRT
4ewFIFh7LgM_014996-015316,MRT
4ewFIFh7LgM_015316-016008,MRT
4ewFIFh7LgM_017968-018338,MRT
93QsVXY1Woo_014282-014708,MRT
93QsVXY1Woo_031056-031414,MRT
93QsVXY1Woo_037599-037945,MRT
93QsVXY1Woo_037995-038339,MRT
9_PVCvN8tNY_021363-027095,MRT
9_PVCvN8tNY_027135-027785,MRT
9_PVCvN8tNY_028035-028849,MRT
9_PVCvN8tNY_030132-030538,MRT
9_PVCvN8tNY_031506-032098,MRT
9_PVCvN8tNY_339771-340175,MRT
9_PVCvN8tNY_472085-472550,MRT
D6_TbVFJ8A8_652470-653858,MRT
D6_TbVFJ8A8_656902-657446,MRT
DC76wTg32yc_033765-034127,MRT
DC76wTg32yc_057617-057974,MRT
Eizk2uNrj5s_007023-007447,MRT
Eizk2uNrj5s_007944-008680,MRT
Eizk2uNrj5s_009063-009383,MRT
Eizk2uNrj5s_009459-010193,MRT
Eizk2uNrj5s_011211-011857,MRT
Eizk2uNrj5s_013163-013588,MRT
Eizk2uNrj5s_013588-014146,MRT
Eizk2uNrj5s_014451-015891,MRT
Eizk2uNrj5s_016545-017929,MRT
Eizk2uNrj5s_018215-018935,MRT
Eizk2uNrj5s_019015-019503,MRT
Eizk2uNrj5s_019971-023587,MRT
Eizk2uNrj5s_023739-024135,MRT
Eizk2uNrj5s_024135-024943,MRT
Eizk2uNrj5s_024984-025758,MRT
Eizk2uNrj5s_025845-026411,MRT
Eizk2uNrj5s_027770-028418,MRT
Eizk2uNrj5s_028502-030541,MRT
Eizk2uNrj5s_031110-033314,MRT
Eizk2uNrj5s_033314-033670,MRT
Eizk2uNrj5s_033878-034192,MRT
Eizk2uNrj5s_034404-034828,MRT
Eizk2uNrj5s_035091-036503,MRT
Eizk2uNrj5s_036561-037563,MRT
Eizk2uNrj5s_038073-039147,MRT
Eizk2uNrj5s_039234-039622,MRT
Eizk2uNrj5s_039669-040481,MRT
Eizk2uNrj5s_040518-040838,MRT
Eizk2uNrj5s_042259-043133,MRT
Eizk2uNrj5s_043524-044038,MRT
Eizk2uNrj5s_044194-045384,MRT
Eizk2uNrj5s_045384-045896,MRT
Eizk2uNrj5s_046170-047122,MRT
Eizk2uNrj5s_047499-048085,MRT
Eizk2uNrj5s_048192-049240,MRT
Eizk2uNrj5s_049290-049886,MRT
Eizk2uNrj5s_051600-052496,MRT
Eizk2uNrj5s_053229-053861,MRT
Eizk2uNrj5s_054158-054578,MRT
Eizk2uNrj5s_054912-055329,MRT
