id,label
cFC3LxRavZQ_008960-010574 EGY
cFC3LxRavZQ_000437-001951 EGY
cFC3LxRavZQ_002003-006069 EGY
cFC3LxRavZQ_006115-008617 EGY
XDvJnNzjDNM_000307-009895 EGY
20ENFxOaGz4_208115-208637 EGY
20ENFxOaGz4_032695-033191 EGY
20ENFxOaGz4_140574-140882 EGY
eHicHlp_Ffo_165933-166249 EGY
eHicHlp_Ffo_072162-072562 EGY
eHicHlp_Ffo_094210-095108 EGY
eHicHlp_Ffo_025713-026069 EGY
TS60Otck0wA_031764-032080 EGY
TS60Otck0wA_000537-002105 EGY
TS60Otck0wA_003215-003978 EGY
TS60Otck0wA_004032-004512 EGY
TS60Otck0wA_005196-005764 EGY
TS60Otck0wA_006528-007070 EGY
TS60Otck0wA_007148-007717 EGY
TS60Otck0wA_007842-008440 EGY
TS60Otck0wA_008763-009291 EGY
TS60Otck0wA_010169-011449 EGY
TS60Otck0wA_011565-012747 EGY
TS60Otck0wA_013022-013481 EGY
TS60Otck0wA_013755-014879 EGY
TS60Otck0wA_016431-016927 EGY
TS60Otck0wA_017115-017465 EGY
TS60Otck0wA_017537-018947 EGY
TS60Otck0wA_019001-020517 EGY
TS60Otck0wA_020655-021111 EGY
TS60Otck0wA_021204-021716 EGY
TS60Otck0wA_021770-022848 EGY
TS60Otck0wA_022954-023534 EGY
TS60Otck0wA_023592-024020 EGY
TS60Otck0wA_024471-025301 EGY
TS60Otck0wA_027270-027856 EGY
TS60Otck0wA_029298-029988 EGY
TS60Otck0wA_030144-030512 EGY
TS60Otck0wA_030895-031664 EGY
TS60Otck0wA_033699-034365 EGY
TS60Otck0wA_035042-035798 EGY
TS60Otck0wA_036159-037013 EGY
TS60Otck0wA_037122-037600 EGY
TS60Otck0wA_002370-002674 EGY
TS60Otck0wA_002736-003046 EGY
TS60Otck0wA_026556-027026 EGY
mXvnqqOnICA_000361-001235 EGY
mXvnqqOnICA_001272-001748 EGY
mXvnqqOnICA_001785-002453 EGY
HwICZdShQto_011881-012187 EGY
HwICZdShQto_011023-011379 EGY
HwICZdShQto_021975-023121 EGY
AeeU7efLFUA_001077-001449 EGY
AeeU7efLFUA_000434-000994 EGY
AeeU7efLFUA_001505-004287 EGY
AeeU7efLFUA_004333-014107 EGY
AeeU7efLFUA_014255-015463 EGY
CPB5084Mg24_493242-493606 EGY
CPB5084Mg24_194352-194722 EGY
CPB5084Mg24_842559-842989 EGY
CPB5084Mg24_485874-486284 EGY
zvV8Pscq08w_001913-002707 EGY
zvV8Pscq08w_004671-008859 EGY
zvV8Pscq08w_009807-049389 EGY
zvV8Pscq08w_000027-001913 EGY
zvV8Pscq08w_004247-004671 EGY
zvV8Pscq08w_002707-004247 EGY
Ujq3Y-P2OvM_013986-014600 EGY
Ujq3Y-P2OvM_001296-002116 EGY
Ujq3Y-P2OvM_002604-004486 EGY
Ujq3Y-P2OvM_004524-007714 EGY
Ujq3Y-P2OvM_009229-009755 EGY
Ujq3Y-P2OvM_011838-013184 EGY
Ujq3Y-P2OvM_007779-008743 EGY
Ujq3Y-P2OvM_010305-011195 EGY
zoAkhCBwl00_005081-012789 EGY
zoAkhCBwl00_013233-021883 EGY
zoAkhCBwl00_012789-013233 EGY
zoAkhCBwl00_000027-005081 EGY
7XP3d2vbc5k_134607-134939 EGY
7XP3d2vbc5k_001545-002027 EGY
7XP3d2vbc5k_003854-004219 EGY
7XP3d2vbc5k_004563-004905 EGY
7XP3d2vbc5k_005304-005764 EGY
7XP3d2vbc5k_006048-006723 EGY
7XP3d2vbc5k_006816-007234 EGY
7XP3d2vbc5k_007350-007672 EGY
7XP3d2vbc5k_008028-008378 EGY
7XP3d2vbc5k_008457-009269 EGY
7XP3d2vbc5k_009269-009619 EGY
7XP3d2vbc5k_009619-011115 EGY
7XP3d2vbc5k_011303-011891 EGY
7XP3d2vbc5k_012090-013597 EGY
7XP3d2vbc5k_013674-015116 EGY
7XP3d2vbc5k_015165-015841 EGY
7XP3d2vbc5k_016131-016721 EGY
7XP3d2vbc5k_017382-017916 EGY
7XP3d2vbc5k_019055-019449 EGY
7XP3d2vbc5k_020682-021356 EGY
7XP3d2vbc5k_021465-021781 EGY
7XP3d2vbc5k_022603-023011 EGY
7XP3d2vbc5k_023232-024722 EGY
7XP3d2vbc5k_024759-025159 EGY
7XP3d2vbc5k_025159-026170 EGY
7XP3d2vbc5k_026873-027607 EGY
7XP3d2vbc5k_037113-037427 EGY
7XP3d2vbc5k_038682-039074 EGY
7XP3d2vbc5k_044132-044540 EGY
7XP3d2vbc5k_044540-045000 EGY
7XP3d2vbc5k_046588-047286 EGY
7XP3d2vbc5k_047286-047692 EGY
7XP3d2vbc5k_047692-051584 EGY
7XP3d2vbc5k_051584-052160 EGY
7XP3d2vbc5k_052160-053340 EGY
7XP3d2vbc5k_054294-055329 EGY
7XP3d2vbc5k_055329-055900 EGY
7XP3d2vbc5k_055900-056466 EGY
7XP3d2vbc5k_056732-057814 EGY
7XP3d2vbc5k_057814-058388 EGY
7XP3d2vbc5k_058950-059538 EGY
7XP3d2vbc5k_059617-060162 EGY
7XP3d2vbc5k_060394-062112 EGY
7XP3d2vbc5k_062112-062804 EGY
7XP3d2vbc5k_062876-063754 EGY
7XP3d2vbc5k_064201-064707 EGY
7XP3d2vbc5k_066417-066747 EGY
7XP3d2vbc5k_067484-067900 EGY
7XP3d2vbc5k_067900-068710 EGY
7XP3d2vbc5k_068983-069481 EGY
7XP3d2vbc5k_070355-070661 EGY
7XP3d2vbc5k_070752-071298 EGY
7XP3d2vbc5k_071382-072644 EGY
7XP3d2vbc5k_073059-073895 EGY
7XP3d2vbc5k_073932-075118 EGY
7XP3d2vbc5k_075183-075637 EGY
7XP3d2vbc5k_075729-076773 EGY
7XP3d2vbc5k_077355-077729 EGY
7XP3d2vbc5k_079083-079555 EGY
7XP3d2vbc5k_080338-080848 EGY
7XP3d2vbc5k_080912-083254 EGY
7XP3d2vbc5k_083312-084548 EGY
7XP3d2vbc5k_085104-086084 EGY
7XP3d2vbc5k_088302-088688 EGY
7XP3d2vbc5k_089231-089611 EGY
7XP3d2vbc5k_089611-089917 EGY
7XP3d2vbc5k_093436-094096 EGY
7XP3d2vbc5k_095761-096173 EGY
7XP3d2vbc5k_096851-097167 EGY
7XP3d2vbc5k_097245-097747 EGY
7XP3d2vbc5k_098239-098653 EGY
7XP3d2vbc5k_099732-100666 EGY
7XP3d2vbc5k_100842-101286 EGY
7XP3d2vbc5k_101508-102128 EGY
7XP3d2vbc5k_104379-104721 EGY
7XP3d2vbc5k_104721-105089 EGY
7XP3d2vbc5k_105171-105491 EGY
7XP3d2vbc5k_106188-106538 EGY
