1KidT1HxOyI_001677-002032.wav,DZA,['ar: Arabic']
1KidT1HxOyI_002032-003686.wav,DZA,['ar: Arabic']
1dPz4C07nUA_015609-015972.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_000027-000476.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_000555-002279.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_002364-002674.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_002715-015355.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_017094-020988.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_021072-022708.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_029961-031125.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_031383-033867.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_037252-037854.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_038115-038421.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_038544-039058.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_039189-039833.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_039918-041064.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_041364-042576.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_042657-043605.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_043710-044382.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_044484-044994.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_045345-051401.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_052080-053997.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_054102-057370.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_057462-058741.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_064863-070965.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_074289-074759.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_074862-075192.wav,DZA,['fr: French']
3K6iXOEIIeM_075273-076335.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_076563-076885.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_079707-080175.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_080331-085235.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_085338-086862.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_099903-100943.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_101022-103702.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_103782-104244.wav,DZA,['ar: Arabic']
3K6iXOEIIeM_104544-104998.wav,DZA,['fr: French']
48DzQhHge6A_000235-001141.wav,DZA,['ar: Arabic']
48DzQhHge6A_001182-001784.wav,DZA,['ar: Arabic']
48DzQhHge6A_002697-003115.wav,DZA,['ar: Arabic']
48DzQhHge6A_003192-003596.wav,DZA,['ar: Arabic']
48DzQhHge6A_003684-005626.wav,DZA,['ar: Arabic']
48DzQhHge6A_005760-006114.wav,DZA,['ar: Arabic']
48DzQhHge6A_006207-006931.wav,DZA,['ar: Arabic']
48DzQhHge6A_008703-009073.wav,DZA,['ar: Arabic']
48DzQhHge6A_009216-009530.wav,DZA,['ar: Arabic']
48DzQhHge6A_010233-010867.wav,DZA,['ar: Arabic']
48DzQhHge6A_011271-011685.wav,DZA,['ar: Arabic']
48DzQhHge6A_012240-013478.wav,DZA,['ar: Arabic']
48DzQhHge6A_013629-014161.wav,DZA,['ar: Arabic']
48DzQhHge6A_014931-015785.wav,DZA,['ar: Arabic']
5KLldQgF1es_000027-001505.wav,DZA,['ar: Arabic']
5Sr6dPTOBec_000027-000533.wav,DZA,['ar: Arabic']
5Sr6dPTOBec_001335-003151.wav,DZA,['ar: Arabic']
5Sr6dPTOBec_003384-003808.wav,DZA,['ar: Arabic']
5Sr6dPTOBec_004224-004744.wav,DZA,['ar: Arabic']
6nAf4cKw-nc_000325-001801.wav,DZA,['ar: Arabic']
6nAf4cKw-nc_001880-002735.wav,DZA,['ar: Arabic']
6nAf4cKw-nc_005935-007005.wav,DZA,['ar: Arabic']
7n_gQJMnJug_009371-009679.wav,DZA,['ar: Arabic']
7n_gQJMnJug_063021-063407.wav,DZA,['ar: Arabic']
8K9DVzYh6gA_000027-000371.wav,DZA,['ar: Arabic']
8K9DVzYh6gA_000420-001480.wav,DZA,['ar: Arabic']
8K9DVzYh6gA_002187-003187.wav,DZA,['ar: Arabic']
8K9DVzYh6gA_003228-004250.wav,DZA,['ar: Arabic']
8lwAC9PW5RE_014553-014971.wav,DZA,['ar: Arabic']
9Wl8-cngxXU_000027-001373.wav,DZA,['ar: Arabic']
9Wl8-cngxXU_001410-003428.wav,DZA,['ar: Arabic']
9Wl8-cngxXU_003507-005759.wav,DZA,['ar: Arabic']
9Wl8-cngxXU_005820-006520.wav,DZA,['mt: Maltese']
9Wl8-cngxXU_006573-007405.wav,DZA,['ar: Arabic']
9Wl8-cngxXU_007445-009092.wav,DZA,['ar: Arabic']
9Wl8-cngxXU_012345-013888.wav,DZA,['ar: Arabic']
AHXtt3bD_1M_018433-018781.wav,DZA,['so: Somali']
AiEubC4imBQ_001671-003822.wav,DZA,['ar: Arabic']
AiEubC4imBQ_004464-005256.wav,DZA,['ar: Arabic']
AiEubC4imBQ_005892-007809.wav,DZA,['ar: Arabic']
AiEubC4imBQ_007854-008812.wav,DZA,['ar: Arabic']
AiEubC4imBQ_008892-010902.wav,DZA,['ar: Arabic']
AiEubC4imBQ_011316-011776.wav,DZA,['ar: Arabic']
