epoch,train_acc,val_acc,train_loss,val_loss
0,25.232322692871094,25.350000381469727,0.6945282816886902,1.3887169361114502
1,25.101009368896484,24.600000381469727,0.6931381225585938,1.3882544040679932
2,28.8383846282959,23.600000381469727,0.6911948323249817,1.3887345790863037
3,32.22222137451172,21.649999618530273,0.689218282699585,1.3892793655395508
4,35.38383865356445,20.450000762939453,0.6863803267478943,1.3907816410064697
5,37.0,26.850000381469727,0.6834879517555237,1.3938599824905396
6,38.20201873779297,21.850000381469727,0.6796788573265076,1.3942627906799316
7,39.07070541381836,24.700000762939453,0.6765865087509155,1.3972190618515015
8,41.49494934082031,20.899999618530273,0.6719746589660645,1.4019664525985718
9,42.0,20.55000114440918,0.6664610505104065,1.4093161821365356
10,43.26262664794922,26.25,0.6616908311843872,1.4091808795928955
11,42.55555725097656,28.80000114440918,0.6560640335083008,1.4148863554000854
12,46.31312942504883,29.5,0.6521278619766235,1.415906310081482
13,46.030303955078125,28.80000114440918,0.646077573299408,1.4273881912231445
14,47.5959587097168,27.25,0.6403962969779968,1.4372361898422241
15,46.86868667602539,27.399999618530273,0.6347556114196777,1.4402432441711426
16,47.3232307434082,28.649999618530273,0.6290147304534912,1.452236294746399
17,48.60606002807617,30.30000114440918,0.6242193579673767,1.443772792816162
18,49.010101318359375,29.899999618530273,0.6151033639907837,1.4569765329360962
19,48.989898681640625,29.950000762939453,0.6110304594039917,1.463565707206726
20,51.030303955078125,30.899999618530273,0.6016722321510315,1.4626611471176147
21,50.101009368896484,29.649999618530273,0.5978638529777527,1.464808464050293
22,51.191917419433594,30.350000381469727,0.5907284021377563,1.4653533697128296
23,52.272727966308594,28.55000114440918,0.579851508140564,1.4774327278137207
24,52.45454406738281,31.649999618530273,0.5811410546302795,1.4654152393341064
25,53.686866760253906,32.60000228881836,0.5676249265670776,1.492102026939392
26,55.181819915771484,33.400001525878906,0.5594291687011719,1.4719130992889404
27,54.17171859741211,31.950000762939453,0.5561096668243408,1.4746261835098267
28,56.28282928466797,35.25,0.5496992468833923,1.4752856492996216
29,55.48484802246094,31.950000762939453,0.5464318990707397,1.5004222393035889
30,55.252525329589844,34.79999923706055,0.5384206175804138,1.478271722793579
31,56.030303955078125,34.70000076293945,0.5321917533874512,1.4771101474761963
32,56.64646530151367,31.350000381469727,0.5256079435348511,1.507766604423523
33,58.65656661987305,33.70000076293945,0.5132270455360413,1.4852756261825562
34,59.09090805053711,33.650001525878906,0.5126581788063049,1.6061153411865234
35,57.75757598876953,34.20000076293945,0.5127114057540894,1.5079524517059326
36,59.71717071533203,32.650001525878906,0.49896883964538574,1.5437729358673096
37,59.57575607299805,36.54999923706055,0.493818998336792,1.5153597593307495
38,61.010101318359375,37.20000076293945,0.4858386814594269,1.5441913604736328
39,60.73737335205078,35.95000076293945,0.490299791097641,1.6129099130630493
40,61.88888931274414,36.900001525878906,0.47909706830978394,1.5384852886199951
41,62.69696807861328,36.95000076293945,0.47561565041542053,1.5087056159973145
